index,negotiation_arrangement,name,billing_code_type,billing_code_type_version,billing_code,description,bundled_codes_billing_code_type,bundled_codes_billing_code_type_version,bundled_codes_billing_code,bundled_codes_description,covered_services_billing_code_type,covered_services_billing_code_type_version,covered_services_billing_code,covered_services_description,negotiated_rates_provider_groups_npi,negotiated_rates_provider_groups_tin_type,negotiated_rates_provider_groups_tin_value,negotiated_rates_negotiated_prices_negotiated_type,negotiated_rates_negotiated_prices_negotiated_rate,negotiated_rates_negotiated_prices_expiration_date,negotiated_rates_negotiated_prices_service_code,negotiated_rates_negotiated_prices_billing_class 
1350848,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1154683068,ein,04-2103881,fee schedule,1226.8,12/31/9999,11,professional
1350861,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1851566178,ein,04-2510564,fee schedule,1226.8,12/31/9999,11,professional
1351450,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1376772665,npi,1376772665,fee schedule,822.02,12/31/9999,11,professional
1350828,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1255362505,ein,04-3026897,fee schedule,1198.15,12/31/9999,11,professional
1351343,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1518186733,ein,82-0667910,fee schedule,804.99,12/31/9999,11,professional
1351527,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1407370216,ein,47-2248298,fee schedule,870.03,12/31/9999,11,professional
1350858,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1811274772,ein,04-2103881,fee schedule,1226.8,12/31/9999,11,professional
1351092,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1639528342,ein,04-2807148,fee schedule,1690.24,12/31/9999,11,professional
1351111,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1528025210,ein,04-3466314,fee schedule,1690.24,12/31/9999,11,professional
1351295,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1407345978,ein,22-2703314,fee schedule,723.93,12/31/9999,11,professional
1350954,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1679822043,ein,04-3236175,fee schedule,1288.68,12/31/9999,11,professional
1351180,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1871760694,ein,04-2774441,fee schedule,4018.35,12/31/9999,11,professional
1351245,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1639791650,npi,1639791650,fee schedule,684.24,12/31/9999,11,professional
1350798,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1619323060,ein,04-2467409,fee schedule,1193.24,12/31/9999,11,professional
1350938,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1194061317,ein,04-3080484,fee schedule,1261.98,12/31/9999,11,professional
1351130,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1578823274,ein,04-2774441,fee schedule,2501.26,12/31/9999,11,professional
1351352,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1013446137,npi,1013446137,fee schedule,804.99,12/31/9999,11,professional
1350984,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1407924947,ein,04-2743894,fee schedule,1384.34,12/31/9999,11,professional
1351096,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1821436445,ein,04-2807148,fee schedule,1690.24,12/31/9999,11,professional
1351171,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1376807305,ein,04-2774441,fee schedule,4018.35,12/31/9999,11,professional
1351366,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1326538273,npi,1326538273,fee schedule,804.99,12/31/9999,11,professional
1350764,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1851639876,ein,47-5190965,fee schedule,1090.92,12/31/9999,11,professional
1351280,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1316076334,npi,1316076334,fee schedule,698.72,12/31/9999,11,professional
1351378,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1558498352,npi,1558498352,fee schedule,804.99,12/31/9999,11,professional
1351398,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1215280151,ein,04-3208311,fee schedule,822.02,12/31/9999,11,professional
1351286,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1528621836,npi,1528621836,fee schedule,698.72,12/31/9999,11,professional
1350904,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1679679906,ein,04-2103600,fee schedule,1246.12,12/31/9999,11,professional
1351263,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1891212536,npi,1891212536,fee schedule,684.24,12/31/9999,11,professional
1351391,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1942221403,npi,1942221403,fee schedule,804.99,12/31/9999,11,professional
1350953,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1376782276,ein,04-3080484,fee schedule,1288.68,12/31/9999,11,professional
1350930,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1770547879,ein,46-2917580,fee schedule,1246.12,12/31/9999,11,professional
1351502,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1861748691,ein,04-2888373,fee schedule,839.6,12/31/9999,11,professional
1351201,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1578618435,ein,43-1987409,fee schedule,4018.35,12/31/9999,11,professional
1351289,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1699783951,npi,1699783951,fee schedule,698.72,12/31/9999,11,professional
1351347,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1477069391,ein,82-3654673,fee schedule,804.99,12/31/9999,11,professional
1351455,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1467525840,npi,1467525840,fee schedule,822.02,12/31/9999,11,professional
1351503,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1861703019,ein,04-2893917,fee schedule,839.6,12/31/9999,11,professional
1351040,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1336384601,ein,04-3260427,fee schedule,1484.72,12/31/9999,11,professional
1351290,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1740959105,npi,1740959105,fee schedule,698.72,12/31/9999,11,professional
1351268,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1801431010,ein,04-3211342,fee schedule,698.72,12/31/9999,11,professional
1351341,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1285083972,ein,81-2786719,fee schedule,804.99,12/31/9999,11,professional
1351144,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1477501344,ein,04-2774441,fee schedule,2554.18,12/31/9999,11,professional
1350765,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1285064303,ein,04-2472266,fee schedule,1105.81,12/31/9999,11,professional
1351319,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1932155694,ein,04-3127730,fee schedule,804.99,12/31/9999,11,professional
1351166,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1154501484,ein,04-2774441,fee schedule,4018.35,12/31/9999,11,professional
1350805,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1679709109,ein,81-0813903,fee schedule,1193.24,12/31/9999,11,professional
1351222,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1114963022,npi,1114963022,fee schedule,684.24,12/31/9999,11,professional
1351260,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1831168798,npi,1831168798,fee schedule,684.24,12/31/9999,11,professional
1351093,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1659478261,ein,04-2807148,fee schedule,1690.24,12/31/9999,11,professional
1350824,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1942402987,ein,04-2704683,fee schedule,1198.15,12/31/9999,11,professional
1351535,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1366429870,ein,04-2995053,fee schedule,937.81,12/31/9999,11,professional
1350921,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1447639562,ein,27-3676242,fee schedule,1246.12,12/31/9999,11,professional
1351197,ffs,XX,CPT,2022,72198,XX,,,,,,,,,1174541932,ein,43-1987409,fee schedule,4018.35,12/31/9999,11,professional
1362727,ffs,"COMPUTER AXIAL TOMOGRAPHY, UPPER EXTREMITY; W/O CONTRAST",CPT,2022,73200,"COMPUTER AXIAL TOMOGRAPHY, UPPER EXTREMITY; W/O CONTRAST",,,,,,,,,1124126974,ein,04-3466314,fee schedule,627.88,12/31/9999,11,professional
1362960,ffs,"COMPUTER AXIAL TOMOGRAPHY, UPPER EXTREMITY; W/O CONTRAST",CPT,2022,73202,"COMPUTER AXIAL TOMOGRAPHY, UPPER EXTREMITY; W/O CONTRAST",,,,,,,,,1306809892,ein,04-3466314,fee schedule,1183.85,12/31/9999,11,professional
1372364,ffs,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING, UPPER EXTREMITY",CPT,2022,73218,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING, UPPER EXTREMITY",,,,,,,,,1356737456,ein,04-3148385,fee schedule,1074.67,12/31/9999,11,professional
1373972,ffs,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",CPT,2022,73219,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",,,,,,,,,1083806939,ein,04-2704683,fee schedule,1022.97,12/31/9999,11,professional
1373208,ffs,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING, UPPER EXTREMITY",CPT,2022,73220,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING, UPPER EXTREMITY",,,,,,,,,1003115395,npi,1003115395,fee schedule,1163.47,12/31/9999,11,professional
1374788,ffs,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",CPT,2022,73222,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",,,,,,,,,1891382016,ein,04-3397450,fee schedule,1117.73,12/31/9999,11,professional
1376278,ffs,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",CPT,2022,73223,"MAGNETIC RESONANCE IMAGING, UPPER EXTREMITY",,,,,,,,,1265467310,ein,04-3286718,fee schedule,977.7,12/31/9999,11,professional
1388859,ffs,"RADIOLOGIC EXAM; TIBIA/FIBULA, ANTEROPOSTERIOR/LATERAL VIEWS",CPT,2022,73590,"RADIOLOGIC EXAM; TIBIA/FIBULA, ANTEROPOSTERIOR/LATERAL VIEWS",,,,,,,,,1821437393,npi,1740690882,fee schedule,40.51,12/31/9999,11,professional
1391373,ffs,"COMPUTER AXIAL TOMOGRAPHY, LOWER EXTREMITY; W/O CONTRAST",CPT,2022,73700,"COMPUTER AXIAL TOMOGRAPHY, LOWER EXTREMITY; W/O CONTRAST",,,,,,,,,1831522838,ein,04-3488655,fee schedule,464.37,12/31/9999,11,professional
1392311,ffs,"COMPUTER AXIAL TOMOGRAPHY, LOWER EXTREMITY; W/O CONTRAST",CPT,2022,73702,"COMPUTER AXIAL TOMOGRAPHY, LOWER EXTREMITY; W/O CONTRAST",,,,,,,,,1962460923,ein,83-1301823,fee schedule,839.19,12/31/9999,11,professional
1394157,ffs,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",CPT,2022,73718,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",,,,,,,,,1932499779,ein,04-3148394,fee schedule,1073.14,12/31/9999,11,professional
1395240,ffs,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",CPT,2022,73719,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",,,,,,,,,1376719344,ein,04-3080484,fee schedule,1470.69,12/31/9999,11,professional
1395786,ffs,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",CPT,2022,73720,"MAGNETIC RESONANCE (E.G.PROTON) IMAGING, LOWER EXTREMITY",,,,,,,,,1962723114,ein,47-4900701,fee schedule,1203.03,12/31/9999,11,professional
1396714,ffs,"MAGNETIC RESONANCE IMAGING,ANY JOINT,LOWER EXTREMITY.",CPT,2022,73721,"MAGNETIC RESONANCE IMAGING,ANY JOINT,LOWER EXTREMITY.",,,,,,,,,1457312472,ein,04-2774441,fee schedule,3121.02,12/31/9999,11,professional
1397861,ffs,"MAGNETIC RESONANCE IMAGING,ANY JOINT,LOWER EXTREMITY.",CPT,2022,73722,"MAGNETIC RESONANCE IMAGING,ANY JOINT,LOWER EXTREMITY.",,,,,,,,,1619131539,npi,1619131539,fee schedule,781.15,12/31/9999,11,professional
1414286,ffs,"MAGNETIC RESONANCE ANGIOGRAPHY, ABDOMEN",CPT,2022,74182,"MAGNETIC RESONANCE ANGIOGRAPHY, ABDOMEN",,,,,,,,,1174898118,ein,22-2768204,fee schedule,1225.24,12/31/9999,11,professional
1415114,ffs,"MAGNETIC RESONANCE ANGIOGRAPHY, ABDOMEN",CPT,2022,74183,"MAGNETIC RESONANCE ANGIOGRAPHY, ABDOMEN",,,,,,,,,1154683068,ein,04-2103881,fee schedule,1506.41,12/31/9999,11,professional
1428946,ffs,RADIOLOGIC EXAM SMALL INT DOUBLE CONTRAST STUDY,CPT,2022,74251,RADIOLOGIC EXAM SMALL INT DOUBLE CONTRAST STUDY,,,,,,,,,1053406157,ein,04-2704683,fee schedule,446.55,12/31/9999,11,professional
1470149,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1336677863,npi,1336677863,fee schedule,195.45,12/31/9999,11,professional
1470262,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1730549197,ein,47-1376651,fee schedule,205.18,12/31/9999,11,professional
1470288,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1891243242,ein,87-1478296,fee schedule,238.68,12/31/9999,11,professional
1470477,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1568810273,ein,20-1830786,fee schedule,302.56,12/31/9999,11,professional
1470279,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1396729224,ein,04-3235796,fee schedule,222.72,12/31/9999,11,professional
1470025,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1962033654,npi,1962033654,fee schedule,166.13,12/31/9999,11,professional
1470565,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1114305000,ein,04-3086228,fee schedule,342.47,12/31/9999,11,professional
1470097,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1265505499,ein,38-4051128,fee schedule,195.45,12/31/9999,11,professional
1470399,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1942288410,ein,04-3205435,fee schedule,290.91,12/31/9999,11,professional
1470416,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1831114149,ein,22-2472997,fee schedule,294.52,12/31/9999,11,professional
1470367,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1356736912,ein,04-3167811,fee schedule,289.72,12/31/9999,11,professional
1470579,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1063842151,ein,04-2697983,fee schedule,348.82,12/31/9999,11,professional
1469970,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1245616796,npi,1245616796,fee schedule,166.13,12/31/9999,11,professional
1470190,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1710273487,npi,1710273487,fee schedule,195.45,12/31/9999,11,professional
1470232,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1518176965,ein,04-2888373,fee schedule,203.85,12/31/9999,11,professional
1470442,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1104978907,ein,22-2768204,fee schedule,297.87,12/31/9999,11,professional
1470499,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1285730671,ein,04-3128661,fee schedule,304.51,12/31/9999,11,professional
1470409,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1396729224,ein,81-3990779,fee schedule,290.91,12/31/9999,11,professional
1470704,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1629427919,ein,04-3466314,fee schedule,410.39,12/31/9999,11,professional
1470059,ffs,XX,CPT,2022,75630,XX,,,,,,,,,1558389072,ein,04-3208311,fee schedule,195.45,12/31/9999,11,professional
1470853,ffs,XX,CPT,2022,75726,XX,,,,,,,,,1700452224,npi,1700452224,fee schedule,179.62,12/31/9999,11,professional
1497329,ffs,MECHANICAL REMOVAL OF PERICATHETER OBSTRUCTIVE MATERIAL,CPT,2022,75901,MECHANICAL REMOVAL OF PERICATHETER OBSTRUCTIVE MATERIAL,,,,,,,,,1114195179,ein,04-3684972,fee schedule,314.79,12/31/9999,11,professional
1517328,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76801,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1962412734,npi,1962412734,fee schedule,149.79,12/31/9999,11,professional
1517889,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76802,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1861430167,ein,04-2263040,fee schedule,112.38,12/31/9999,11,professional
1514973,ffs,"ECHOGRAPY,PREGNANT UTERUS,B-SCAN/REAL TIME/IMAGE DOCU;COMPLETE",CPT,2022,76805,"ECHOGRAPY,PREGNANT UTERUS,B-SCAN/REAL TIME/IMAGE DOCU;COMPLETE",,,,,,,,,1639306129,npi,1639306129,fee schedule,173.29,12/31/9999,11,professional
1525379,ffs,"ECHOGRAPY,PREGNANT UTERUS,B-SCAN/REAL TIME/IMAGE DOCU;COMPLETE",CPT,2022,76810,"ECHOGRAPY,PREGNANT UTERUS,B-SCAN/REAL TIME/IMAGE DOCU;COMPLETE",,,,,,,,,1679884779,ein,04-3187299,fee schedule,170.7,12/31/9999,11,professional
1527471,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76811,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1700167566,npi,1700167566,fee schedule,185.19,12/31/9999,11,professional
1528516,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76812,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1508853821,npi,1508853821,fee schedule,244.98,12/31/9999,11,professional
1529450,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76814,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1265808034,npi,1265808034,fee schedule,78.12,12/31/9999,11,professional
1529961,ffs,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",CPT,2022,76817,"ULTRASOUND, PREGNANT UTERUS, REAL TIME W. IMAGE DOCUMENTATION",,,,,,,,,1073963500,npi,1073963500,fee schedule,118.79,12/31/9999,11,professional
1526270,ffs,FETAL BIOPHYSICAL PROFILE,CPT,2022,76818,FETAL BIOPHYSICAL PROFILE,,,,,,,,,1578610937,ein,32-0058309,fee schedule,210.36,12/31/9999,11,professional
1527055,ffs,FETAL BIOPHYSICAL PROFILE,CPT,2022,76819,FETAL BIOPHYSICAL PROFILE,,,,,,,,,1558328609,ein,04-3397450,fee schedule,176.08,12/31/9999,11,professional
1531656,ffs,"DOPPLER ECHOCARIOGRAPHY,FETAL,CARDIOVASCULAR SYSTEM,PULSED WAV",CPT,2022,76827,"DOPPLER ECHOCARIOGRAPHY,FETAL,CARDIOVASCULAR SYSTEM,PULSED WAV",,,,,,,,,1730146036,ein,04-3397450,fee schedule,154.67,12/31/9999,11,professional
1532377,ffs,"DOPPLER ECHOCARIOGRAPHY,FETAL,CARDIOVASCULAR SYSTEM,PULSED WAV",CPT,2022,76828,"DOPPLER ECHOCARIOGRAPHY,FETAL,CARDIOVASCULAR SYSTEM,PULSED WAV",,,,,,,,,1477501344,ein,04-2774441,fee schedule,192.77,12/31/9999,11,professional
1534446,ffs,"ECHOGRAPHY, PROSTATE, TRANSRECTAL",CPT,2022,76872,"ECHOGRAPHY, PROSTATE, TRANSRECTAL",,,,,,,,,1356490908,ein,04-3397450,fee schedule,242.25,12/31/9999,11,professional
1534875,ffs,"ECHOGRAPHY, PROSTATE, TRANSRECTAL",CPT,2022,76873,"ECHOGRAPHY, PROSTATE, TRANSRECTAL",,,,,,,,,1033320072,ein,04-2501818,fee schedule,245.43,12/31/9999,11,professional
1616925,ffs,PLATELET SURVIVAL,CPT,2022,78191,PLATELET SURVIVAL,,,,,,,,,1821437393,npi,1740690882,fee schedule,160.24,12/31/9999,11,professional
1633405,ffs,BONE IMAGING; MULTIPLE AREAS,CPT,2022,78305,BONE IMAGING; MULTIPLE AREAS,,,,,,,,,1366424384,ein,04-2911067,fee schedule,698.06,12/31/9999,11,professional
203553,ffs,"CYP1A2 GENE ANALYSIS, COMMON VARIANTS",CPT,2022,0031U,"CYP1A2 GENE ANALYSIS, COMMON VARIANTS",,,,,,,,,1760643522,npi,1871988139,fee schedule,281.38,12/31/9999,11,professional
217740,ffs,IMM ADMN SARSCOV2 3MCG/0.2ML TRIS-SUCROSE 2ND,CPT,2022,0082A,IMM ADMN SARSCOV2 3MCG/0.2ML TRIS-SUCROSE 2ND,,,,,,,,,1821437393,npi,1740690882,fee schedule,45.88,12/31/9999,11,professional
223552,ffs,EMBOLECTOMY,CPT,2022,1772,EMBOLECTOMY,,,,,,,,,1336120047,ein,04-2126583,percentage,91.64,12/31/9999,22,institutional
362978,ffs,BREAST REDUCTION,CPT,2022,19318,BREAST REDUCTION,,,,,,,,,1821437393,npi,1740690882,fee schedule,1302.78,12/31/9999,11,professional
407010,ffs,"OPEN TRTMNT CLOS/OPEN DEPRESS MALAR FX,INC ZYGO ARCH,MALAR TRI",CPT,2022,21360,"OPEN TRTMNT CLOS/OPEN DEPRESS MALAR FX,INC ZYGO ARCH,MALAR TRI",,,,,,,,,1821437393,npi,1740690882,fee schedule,631.71,12/31/9999,11,professional
420505,ffs,TREATMENT OF OPEN MANDIBULAR FRACTURE; WITHOUT MANIPULATION,CPT,2022,21452,TREATMENT OF OPEN MANDIBULAR FRACTURE; WITHOUT MANIPULATION,,,,,,,,,1760643522,npi,1871988139,fee schedule,1882.07,12/31/9999,11,professional
461559,ffs,"ARTHROTOMY CAPSULOTOMY ELBOW,FOR SYNOVECTOMY",CPT,2022,24102,"ARTHROTOMY CAPSULOTOMY ELBOW,FOR SYNOVECTOMY",,,,,,,,,1366424384,ein,04-2911067,fee schedule,1420.71,12/31/9999,11,professional
561576,ffs,"AMPUTAT METACARP,W FINGER/THUMB,W W/O INTEROSSEUS TRANSFER",CPT,2022,26910,"AMPUTAT METACARP,W FINGER/THUMB,W W/O INTEROSSEUS TRANSFER",,,,,,,,,1053406157,ein,04-2704683,fee schedule,1426.59,12/31/9999,11,professional
673705,ffs,"APPLICATION OF BODY CAST, SHOULDER TO HIPS;",CPT,2022,29035,"APPLICATION OF BODY CAST, SHOULDER TO HIPS;",,,,,,,,,1760643522,npi,1871988139,fee schedule,598.9,12/31/9999,11,professional
699486,ffs,"ARTHROSCOPY,WRIST,SURG;W/RELEASE OF TRANSVERSE CARPAL LIGAMENT",CPT,2022,29848,"ARTHROSCOPY,WRIST,SURG;W/RELEASE OF TRANSVERSE CARPAL LIGAMENT",,,,,,,,,1053406157,ein,04-2704683,fee schedule,925.41,12/31/9999,11,professional
769590,ffs,THORACOTOMY W/BIOPSY OF PLEURA,CPT,2022,32098,THORACOTOMY W/BIOPSY OF PLEURA,,,,,,,,,1053406157,ein,04-2704683,fee schedule,1304.66,12/31/9999,11,professional
772396,ffs,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,CPT,2022,33208,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,,,,,,,,,1083840706,ein,04-2697983,fee schedule,1274.71,12/31/9999,11,professional
819455,ffs,SUPSLCTV CATH 2ND+ORD RENL&ACCES ARTERY/S&I UNI,CPT,2022,36253,SUPSLCTV CATH 2ND+ORD RENL&ACCES ARTERY/S&I UNI,,,,,,,,,1366424384,ein,04-2911067,fee schedule,5132.25,12/31/9999,11,professional
846144,ffs,LIG/DIVIS/EXCIS SECONDARY VARICOSE VEINS OF LEG; UNILATERAL,CPT,2022,37785,LIG/DIVIS/EXCIS SECONDARY VARICOSE VEINS OF LEG; UNILATERAL,,,,,,,,,1760643522,npi,1871988139,fee schedule,828.1,12/31/9999,11,professional
876281,ffs,"FRENOPLASTY (SURGICAL REVISION OF FRENUM,EG.,WITH Z-PLASTY)",CPT,2022,41520,"FRENOPLASTY (SURGICAL REVISION OF FRENUM,EG.,WITH Z-PLASTY)",,,,,,,,,1053406157,ein,04-2704683,fee schedule,692.82,12/31/9999,11,professional
910340,ffs,"ESOPHAGOGASTRODUODENOSCOPY, FLEX, TRANSORAL; W/TRANSMURAL DRNG",CPT,2022,43240,"ESOPHAGOGASTRODUODENOSCOPY, FLEX, TRANSORAL; W/TRANSMURAL DRNG",,,,,,,,,1053406157,ein,04-2704683,fee schedule,679.62,12/31/9999,11,professional
927458,ffs,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",CPT,2022,44345,"REVISION COLOSTOMY;COMPLICATED,RECONSTRUCTION IN DEPTH",,,,,,,,,1417921438,ein,04-3466314,fee schedule,2594.56,12/31/9999,11,professional
989844,ffs,REPAIR VENTRAL (INCISIONAL) HERNIA (SEPARATE PROCEDURE),CPT,2022,49560,REPAIR VENTRAL (INCISIONAL) HERNIA (SEPARATE PROCEDURE),,,,,,,,,1053406157,ein,04-2704683,fee schedule,1297.11,12/31/9999,11,professional
1150306,ffs,"REVN INC REPLCMNT SPINAL NEUROSTMLTR ELECTRD PLATE/PADD,FLUORO",CPT,2022,63664,"REVN INC REPLCMNT SPINAL NEUROSTMLTR ELECTRD PLATE/PADD,FLUORO",,,,,,,,,1053406157,ein,04-2704683,fee schedule,1558.86,12/31/9999,11,professional
1153314,ffs,"INJ, ANEST AGNT AND/OR STEROID, TRANFORAMINAL EPID, W/IMAGING",CPT,2022,64483,"INJ, ANEST AGNT AND/OR STEROID, TRANFORAMINAL EPID, W/IMAGING",,,,,,,,,1316966393,ein,20-3676429,fee schedule,316.59,12/31/9999,11,professional
1220454,ffs,RETROBULBAR INJECTION; ALCOHOL,CPT,2022,67505,RETROBULBAR INJECTION; ALCOHOL,,,,,,,,,1760643522,npi,1871988139,fee schedule,197.49,12/31/9999,11,professional
1254690,ffs,"RADIOLOGIC EXAM, MANDIBLE; PARTIAL; COMP, MINIMUM 4 VIEWS",CPT,2022,70110,"RADIOLOGIC EXAM, MANDIBLE; PARTIAL; COMP, MINIMUM 4 VIEWS",,,,,,,,,1386676815,ein,43-1987409,fee schedule,281.54,12/31/9999,11,professional
1289264,ffs,"MAGNETIC RESONANCE ANGIOGRAPHY, HEAD AND/OR NECK, W/ W/O CONTR",CPT,2022,70547,"MAGNETIC RESONANCE ANGIOGRAPHY, HEAD AND/OR NECK, W/ W/O CONTR",,,,,,,,,1811075211,ein,04-2104691,percentage,69.35,12/31/9999,22,institutional
1290071,ffs,"MAGNETIC RESONANCE ANGIOGRAPHY, HEAD AND/OR NECK, W/ W/O CONTR",CPT,2022,70548,"MAGNETIC RESONANCE ANGIOGRAPHY, HEAD AND/OR NECK, W/ W/O CONTR",,,,,,,,,1811075211,ein,04-2104691,percentage,69.35,12/31/9999,22,institutional
1292384,ffs,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING,BRAIN (INCL STEM)",CPT,2022,70554,"MAGNETIC RESONANCE (E.G. PROTON) IMAGING,BRAIN (INCL STEM)",,,,,,,,,1811075211,ein,04-2104691,percentage,69.35,12/31/9999,22,institutional
1332693,ffs,"MAGNETIC RESONANCE IMAGING, SPINAL CERV W/O CONTRAST,CERVICAL",CPT,2022,72156,"MAGNETIC RESONANCE IMAGING, SPINAL CERV W/O CONTRAST,CERVICAL",,,,,,,,,1760643522,npi,1871988139,fee schedule,1876.11,12/31/9999,11,professional
